Cosmic Watch Muon Detector
Device ID: Kingswood College B
Firmware version: 2.1.1 non official
Compiled: Jul 22 2018 at 15:06:55
Official website: http://cosmicwatch.lns.mit.edu/
This software can be found at: https://github.com/jgOhYeah/NonOfficial-StuffForCosmicWatchMuonDetectors

Master
Count,Time Stamp,Measured ADC,SIPM Voltage,Dead Time,Temperature C
9818,6098724,207,35.3,633512,19.6
9819,6099311,88,21.0,633607,19.6
9820,6100102,96,21.7,633631,19.6
9821,6100377,70,18.9,633727,19.6
9822,6100496,243,41.7,633753,19.6
9823,6102147,227,38.8,633850,19.6
9824,6105475,127,24.2,634014,19.6
9825,6105630,51,15.9,634110,19.6
9826,6106482,275,47.7,634134,19.6
9827,6106784,462,121,634229,18.8
9828,6107429,185,31.5,634253,19.6
9829,6108139,56,16.8,634356,19.6
9830,6108178,318,57.3,634383,19.6
9831,6109379,359,69.9,634478,19.6
9832,6109782,268,46.3,634504,19.6
9833,6110008,110,22.8,634599,19.6
9834,6110511,708,364,634624,18.5
9835,6110688,63,17.9,634647,19.6
9836,6111008,335,61.8,634743,19.6
9837,6111056,419,97.2,634767,19.3
9838,6112278,399,87.3,634865,19.6
9839,6112402,67,18.5,634891,19.6
9840,6112927,68,18.6,634917,19.6
9841,6113383,62,17.8,635011,19.6
9842,6113628,344,64.7,635037,19.6
9843,6114324,344,64.7,635130,19.6
9844,6114567,192,32.7,635162,19.6
9845,6115686,60,17.4,635258,19.6
9846,6116307,319,57.6,635354,19.6
9847,6116797,134,24.8,635379,19.6
9848,6116847,63,17.9,635404,19.6
9849,6118244,184,31.4,635497,19.6
9850,6119894,248,42.7,635625,19.6
9851,6120957,463,119,635719,18.8
9852,6122216,359,69.9,635815,19.6
9853,6124011,327,59.3,635945,19.6
9854,6125160,188,32.0,636041,19.6
9855,6125606,140,25.4,636066,19.6
9856,6125999,51,15.9,636162,19.6
9857,6126417,415,95.0,636184,19.3
9858,6129010,172,29.5,636354,19.6
9859,6130185,62,17.8,636450,19.6
9860,6130519,270,46.7,636476,19.6
9861,6131057,176,30.1,636502,19.6
9862,6131680,376,76.4,636598,19.6
9863,6131787,67,18.5,636624,19.6
9864,6133484,71,19.1,636756,19.6
9865,6134979,105,22.4,636852,19.6
9866,6135567,79,20.0,637136,19.6
9867,6137256,143,25.7,637230,19.6
9868,6138753,536,160,637359,18.8
9869,6139120,422,98.0,637384,18.8
9870,6139943,384,80.1,637479,19.6
9871,6142032,504,144,637608,18.8
9872,6142214,462,121,637633,18.8
9873,6142273,63,17.9,637664,19.6
9874,6143068,275,47.7,637763,19.6
9875,6143303,280,48.7,637786,19.6
9876,6144441,147,26.2,637884,19.6
9877,6144531,422,98.0,637908,19.3
9878,6144607,113,23.0,637935,19.6
9879,6145668,60,17.4,638029,19.6
9880,6146347,134,24.8,638127,19.6
9881,6147225,92,21.3,638220,19.6
9882,6147442,88,21.0,638247,19.6
9883,6147547,199,33.9,638270,19.6
9884,6147857,57,16.9,638297,19.6
9885,6148284,271,46.9,638391,19.6
9886,6149305,176,30.1,638488,19.6
9887,6149722,112,22.9,638511,19.6
9888,6150368,88,21.0,638614,19.6
9889,6150522,127,24.2,638639,19.6
9890,6151280,63,17.9,638664,19.6
9891,6152221,457,119,638759,18.8
9892,6153499,300,52.8,638888,19.6
9893,6153856,56,16.8,638913,19.6
9894,6154108,174,29.8,638938,19.6
9895,6154258,254,43.8,638963,19.6
9896,6155045,92,21.3,639058,19.6
9897,6155748,63,17.9,639154,19.6
9898,6155890,127,24.2,639179,19.6
9899,6156205,86,20.8,639204,19.6
9900,6156770,252,43.4,639301,19.6
9901,6157058,335,61.8,639325,19.6
9902,6157450,83,20.5,639349,19.6
9903,6158225,304,53.7,639451,19.6
9904,6159188,167,28.8,639546,19.6
9905,6159830,92,21.3,639570,19.6
9906,6160777,56,16.8,639665,19.6
9907,6161014,63,17.9,639760,19.6
9908,6161638,414,93.9,639783,19.3
9909,6162207,159,27.7,639878,19.6
9910,6163861,92,21.3,639973,19.6
9911,6164005,366,72.4,639997,19.6
9912,6164218,632,233,640093,18.5
9913,6164559,63,17.9,640117,19.6
9914,6165164,199,33.9,640142,19.6
9915,6165723,476,130,640237,18.8
9916,6166143,76,19.7,640260,19.6
9917,6167268,515,148,640354,18.8
9918,6167818,135,24.9,640455,19.6
9919,6168166,332,61.2,640481,19.6
9920,6169569,115,23.2,640610,19.6
9921,6170706,60,17.4,640706,19.6
9922,6171172,543,165,640730,18.8
9923,6172026,142,25.6,640825,19.6
9924,6172181,467,122,640849,18.8
9925,6173379,108,22.6,640944,19.6
9926,6173481,56,16.8,640972,19.6
9927,6173697,287,50.2,640996,19.6
9928,6174056,88,21.0,641096,19.6
9929,6175100,263,45.4,641190,19.6
9930,6175204,108,22.6,641217,19.6
9931,6175517,302,53.3,641240,19.6
9932,6176131,71,19.1,641336,19.6
9933,6176544,63,17.9,641368,19.6
9934,6177341,451,113,641464,18.8
9935,6178895,124,23.9,641560,19.6
9936,6180386,81,20.3,641690,19.6
9937,6182105,384,80.1,641787,19.6
9938,6182703,240,41.2,641882,19.6
9939,6183843,76,19.7,641978,19.6
9940,6184326,428,102,642002,18.8
9941,6185285,89,21.1,642098,19.6
9942,6186911,62,17.8,642228,19.6
9943,6187746,284,49.4,642325,19.6
9944,6187977,56,16.8,642351,19.6
9945,6188501,83,20.5,642377,19.6
9946,6189214,327,59.3,642472,19.6
9947,6189367,76,19.7,642497,19.6
9948,6189806,94,21.5,642589,19.6
9949,6191814,163,28.2,642684,19.6
9950,6192195,120,23.6,642781,19.6
9951,6192855,88,21.0,642806,19.6
9952,6193220,88,21.0,642903,19.6
9953,6193478,399,87.3,642927,19.6
9954,6193598,583,201,642951,18.5
9955,6195516,120,23.6,643079,19.6
9956,6195769,89,21.1,643103,19.6
9957,6196015,176,30.1,643127,19.6
9958,6196497,71,19.1,643223,19.6
9959,6197105,131,24.5,643248,19.6
9960,6197677,60,17.4,643344,19.6
9961,6198709,222,38.0,643441,19.6
9962,6198997,334,61.4,643472,19.6
9963,6199089,220,37.6,643494,19.6
9964,6199629,131,24.5,643591,19.6
9965,6199715,105,22.4,643615,19.6
9966,6199842,167,28.8,643643,19.6
9967,6199921,99,21.9,643667,19.6
9968,6200226,476,130,643694,18.8
9969,6200471,88,21.0,643788,19.6
9970,6201761,103,22.2,643886,19.6
9971,6201827,195,33.2,643909,19.6
9972,6203084,419,97.2,644176,18.8
9973,6203343,911,1247,644199,18.5
9974,6204011,60,17.4,644295,19.6
9975,6204828,88,21.0,644391,19.6
9976,6205011,78,19.9,644415,19.6
9977,6206229,71,19.1,644517,19.6
9978,6208855,70,18.9,644643,19.6
9979,6209151,465,122,644740,18.8
9980,6209717,364,71.7,644763,19.6
9981,6212370,391,82.4,644930,19.6
9982,6212555,62,17.8,644955,19.6
9983,6213327,252,43.4,645051,19.6
9984,6214035,71,19.1,645076,19.6
9985,6214695,254,43.8,645170,19.6
9986,6215230,312,55.7,645194,19.6
9987,6215725,496,144,645289,18.8
9988,6215957,60,17.4,645315,19.6
9989,6216850,448,112,645411,18.8
9990,6217800,99,21.9,645508,19.6
9991,6219318,49,15.5,645605,19.6
9992,6219383,174,29.8,645637,19.6
9993,6219715,184,31.4,645732,19.6
9994,6221602,489,138,645826,18.8
9995,6222025,236,40.4,645922,19.6
9996,6222962,312,55.7,646018,19.6
9997,6223561,67,18.5,646044,19.6
9998,6223697,140,25.4,646069,19.6
9999,6224802,295,51.7,646164,19.6
10000,6224877,56,16.8,646188,19.6
10001,6225096,319,57.6,646285,19.6
10002,6225597,135,24.9,646308,19.6
10003,6226289,63,17.9,646406,19.6
10004,6226529,62,17.8,646431,19.6
10005,6226698,440,109,646457,19.0
10006,6227019,327,59.3,646482,19.6
10007,6228454,67,18.5,646621,19.6
10008,6229491,102,22.2,646719,19.6
10009,6230147,140,25.4,646742,19.6
10010,6230527,49,15.5,646840,19.6
10011,6230951,312,55.7,646864,19.6
10012,6232638,131,24.5,646994,19.6
10013,6232678,179,30.6,647020,19.6
10014,6233650,176,30.1,647118,19.6
10015,6234597,376,76.4,647215,19.6
10016,6234762,448,112,647240,18.8
10017,6235063,88,21.0,647264,19.6
10018,6235320,60,17.4,647289,19.6
10019,6236039,135,24.9,647387,19.6
10020,6236472,71,19.1,647412,19.6
10021,6236630,99,21.9,647445,19.6
10022,6237100,49,15.5,647541,19.6
10023,6237648,163,28.2,647567,19.6
10024,6238705,217,37.0,647662,19.6
10025,6240000,67,18.5,647796,19.6
10026,6240515,67,18.5,647818,19.6
10027,6243735,423,97.4,647984,18.8
10028,6244795,99,21.9,648079,19.6
10029,6244850,88,21.0,648106,19.6
10030,6245088,121,23.7,648128,19.6
10031,6246300,476,130,648262,18.8
10032,6246921,192,32.7,648284,19.6
10033,6247178,248,42.7,648311,19.6
10034,6247974,304,53.7,648406,19.6
10035,6248512,359,69.9,648503,19.6
10036,6248903,63,17.9,648524,19.6
10037,6248969,408,90.6,648550,19.6
10038,6250373,120,23.6,648646,19.6
10039,6250740,147,26.2,648745,19.6
10040,6251035,583,201,648770,18.5
10041,6251110,127,24.2,648794,19.6
10042,6251191,560,175,648820,18.5
10043,6252041,103,22.2,648918,19.6
10044,6252086,152,26.8,648944,19.6
10045,6252132,88,21.0,648968,19.6
10046,6253894,56,16.8,649100,19.6
10047,6254347,172,29.5,649124,19.6
10048,6255310,56,16.8,649222,19.6
10049,6256065,384,80.1,649319,19.6
10050,6256193,140,25.4,649355,19.6
10051,6256594,126,24.1,649381,19.6
10052,6256924,96,21.7,649477,19.6
10053,6256951,166,28.6,649503,19.6
10054,6257148,335,61.8,649527,19.6
10055,6257988,63,17.9,649626,19.6
10056,6258040,76,19.7,649651,19.6
10057,6258372,56,16.8,649677,19.6
10058,6258640,307,54.5,649701,19.6
10059,6258922,110,22.8,649727,19.6
10060,6260234,108,22.6,649857,19.6
10061,6262355,70,18.9,649989,19.6
10062,6263398,71,19.1,650086,19.6
10063,6263507,396,85.3,650112,19.6
10064,6264487,127,24.2,650220,19.6
10065,6264569,97,21.7,650243,19.6
10066,6264666,159,27.7,650270,19.6
10067,6265146,127,24.2,650292,19.6
10068,6266359,76,19.7,650391,19.6
10069,6267686,63,17.9,650519,19.6
10070,6267748,222,38.0,650546,19.6
10071,6268008,60,17.4,650570,19.6
10072,6268370,224,38.3,650598,19.6
10073,6270777,216,36.8,650762,19.6
10074,6271060,489,138,650789,18.8
10075,6271369,287,50.2,650811,19.6
10076,6271984,79,20.0,650910,19.6
10077,6272234,56,16.8,650933,19.6
10078,6274455,441,110,651066,18.8
10079,6274944,575,187,651189,18.8
10080,6275173,195,33.2,651212,19.6
10081,6275273,51,15.9,651238,19.6
10082,6276386,131,24.5,651334,19.6
10083,6277458,54,16.4,651433,19.6
10084,6277534,496,144,651456,18.8
10085,6279773,376,76.4,651588,19.6
10086,6279908,230,39.4,651612,19.6
10087,6280403,327,59.3,651710,19.6
10088,6280632,268,46.3,651733,19.6
10089,6282398,337,62.3,651866,19.6
10090,6282662,207,35.3,651888,19.6
10091,6283179,377,76.3,651914,19.6
10092,6283325,83,20.5,651937,19.6
10093,6284982,350,66.5,652076,19.6
10094,6285141,78,19.9,652104,19.6
10095,6286697,142,25.6,652234,19.6
10096,6287114,63,17.9,652262,19.6
10097,6287505,398,85.6,652285,19.6
10098,6288901,49,15.5,652417,19.6
10099,6289545,56,16.8,652441,19.6
10100,6289674,177,30.3,652467,19.6
10101,6290236,147,26.2,652565,19.6
10102,6292585,67,18.5,652699,19.6
10103,6293751,448,112,652796,18.8
10104,6294231,483,133,652894,18.8
10105,6294487,83,20.5,652919,19.6
10106,6294898,172,29.5,652945,19.6
10107,6295148,83,20.5,653043,19.6
10108,6295387,56,16.8,653263,19.6
10109,6295690,60,17.4,653288,19.6
10110,6295897,435,105,653315,18.8
10111,6296489,387,81.0,653411,19.6
10112,6296621,126,24.1,653435,19.6
10113,6296722,384,80.1,653459,19.6
10114,6296928,451,113,653483,18.8
10115,6297374,240,41.2,653581,19.6
10116,6297533,319,57.6,653608,19.6
10117,6299080,335,61.8,653707,19.6
10118,6299112,81,20.3,653733,19.6
10119,6303312,432,102,653931,18.8
10120,6303685,57,16.9,654028,19.6
10121,6303936,321,58.0,654052,19.6
10122,6306229,103,22.2,654189,19.6
10123,6307832,620,217,654322,18.5
10124,6307919,344,64.7,654348,19.6
10125,6308524,142,25.6,654374,19.6
10126,6309222,368,72.9,654473,19.6
10127,6309436,67,18.5,654497,19.6
10128,6309643,172,29.5,654521,19.6
10129,6309998,51,15.9,654618,19.6
10130,6310108,255,44.0,654642,19.6
10131,6310553,88,21.0,654668,19.6
10132,6310856,120,23.6,654694,19.6
10133,6311079,56,16.8,654792,19.6
10134,6311261,216,36.8,654818,19.6
10135,6311799,127,24.2,654842,19.6
10136,6312085,209,35.6,654946,19.6
10137,6312192,71,19.1,654967,19.6
10138,6312287,134,24.8,654994,19.6
10139,6312422,216,36.8,655018,19.6
10140,6312559,67,18.5,655046,19.6
10141,6314064,120,23.6,655142,19.6
10142,6314461,255,44.0,655242,19.6
10143,6314936,679,318,655264,18.5
10144,6317142,76,19.7,655397,19.6
10145,6317271,131,24.5,655419,19.6
10146,6317532,81,20.3,655519,19.6
10147,6318271,444,109,655543,18.8
10148,6318820,76,19.7,655642,19.6
10149,6319277,390,82.7,655665,19.6
10150,6320170,199,33.9,655764,19.6
10151,6320805,612,206,655867,18.5
10152,6321222,440,109,655891,18.8
10153,6321289,384,80.1,655916,19.6
10154,6321386,89,21.1,655942,19.6
10155,6321725,499,141,656040,18.8
10156,6322501,344,64.7,656065,19.6
10157,6323006,78,19.9,656163,19.6
10158,6323840,376,76.4,656260,19.6
10159,6324252,89,21.1,656284,19.6
10160,6325383,103,22.2,656380,19.6
10161,6325502,265,45.8,656405,19.6
10162,6326112,271,46.9,656502,19.6
10163,6326285,60,17.4,656528,19.6
10164,6329449,60,17.4,656693,19.6
10165,6329999,143,25.7,656727,19.6
10166,6332951,430,101,656890,18.8
10167,6335947,455,117,657058,18.8
10168,6336628,376,76.4,657153,19.6
10169,6337349,131,24.5,657180,19.6
10170,6337674,70,18.9,657275,19.6
10171,6337914,80,20.1,657303,19.6
10172,6338674,199,33.9,657400,19.6
10173,6339296,76,19.7,657427,19.6
10174,6339377,67,18.5,657450,19.6
10175,6339420,67,18.5,657477,19.6
10176,6339868,60,17.4,657573,19.6
10177,6341946,179,30.6,657707,19.6
10178,6342630,102,22.2,657730,19.6
10179,6343167,115,23.2,657831,19.6
10180,6344034,63,17.9,657935,19.6
10181,6345331,56,16.8,658031,19.6
10182,6345365,327,59.3,658057,19.6
10183,6345397,376,76.4,658081,19.6
10184,6345664,63,17.9,658107,19.6
10185,6346735,51,15.9,658204,19.6
10186,6347073,167,28.8,658230,19.6
10187,6350351,71,19.1,658428,19.6
10188,6350530,508,145,658454,18.8
10189,6351848,100,22.0,658550,19.6
10190,6352203,83,20.5,658576,19.6
10191,6352597,60,17.4,658673,19.6
10192,6353090,79,20.0,658699,19.6
10193,6353558,51,15.9,658794,19.6
10194,6355219,51,15.9,658898,19.6
10195,6355853,96,21.7,658995,19.6
10196,6357966,71,19.1,659126,19.6
10197,6358222,209,35.6,659151,19.6
10198,6358620,49,15.5,659176,19.6
10199,6358893,152,26.8,659274,19.6
10200,6359915,390,82.7,659371,19.6
10201,6360781,387,81.0,659396,19.6
10202,6362401,280,48.7,659524,19.6
10203,6363564,127,24.2,659622,19.6
10204,6363671,83,20.5,659646,19.6
10205,6363961,92,21.3,659671,19.6
10206,6364171,199,33.9,659769,19.6
10207,6364658,255,44.0,659794,19.6
10208,6365018,89,21.1,659818,19.6
10209,6365259,76,19.7,659922,19.6
10210,6366445,63,17.9,660021,19.6
10211,6367484,240,41.2,660117,19.6
10212,6367650,49,15.5,660144,19.6
10213,6368129,192,32.7,660168,19.6
10214,6368248,67,18.5,660196,19.6
10215,6368440,368,72.9,660293,19.6
10216,6368805,112,22.9,660319,19.6
10217,6369039,415,95.0,660342,18.8
10218,6369569,238,40.8,660441,19.6
10219,6369736,248,42.7,660465,19.6
10220,6370251,60,17.4,660492,19.6
10221,6370420,56,16.8,660517,19.6
10222,6370935,63,17.9,660618,19.6
10223,6372396,56,16.8,660725,19.6
10224,6375003,193,32.8,660890,19.6
10225,6375611,127,24.2,660915,19.6
10226,6376303,281,48.9,661184,19.6
10227,6376464,112,22.9,661206,19.6
10228,6377061,295,51.7,661304,19.6
10229,6378838,164,28.3,661401,19.6
10230,6379289,51,15.9,661498,19.6
10231,6379527,110,22.8,661523,19.6
10232,6379884,112,22.9,661547,19.6
10233,6380332,207,35.3,661645,19.6
10234,6380637,184,31.4,661670,19.6
10235,6380763,511,149,661694,18.8
10236,6381143,176,30.1,661720,19.6
10237,6381256,646,272,661827,18.5
10238,6381361,319,57.6,661852,19.6
10239,6381539,63,17.9,661876,19.6
10240,6381606,70,18.9,661899,19.6
10241,6383087,268,46.3,661996,19.6
10242,6384451,79,20.0,662125,19.6
10243,6384962,73,19.3,662151,19.6
10244,6384988,120,23.6,662176,19.6
10245,6385180,88,21.0,662202,19.6
10246,6387590,344,64.7,662368,19.6
10247,6387701,220,37.6,662392,19.6
10248,6388912,259,44.7,662488,19.6
10249,6389791,412,92.9,662584,19.3
10250,6389866,163,28.2,662607,19.6
10251,6390877,71,19.1,662705,19.6
10252,6391346,145,26.0,662738,19.6
10253,6391687,398,85.6,662763,19.6
10254,6392051,318,57.3,662860,19.6
10255,6392244,63,17.9,662883,19.6
10256,6392543,195,33.2,662906,19.6
10257,6393891,359,69.9,663002,19.6
10258,6394514,368,72.9,663099,19.6
10259,6396954,268,46.3,663231,19.6
10260,6397111,65,18.2,663256,19.6
10261,6397338,462,121,663355,18.8
10262,6397362,116,23.3,663379,19.6
10263,6398095,384,80.1,663403,19.6
10264,6399261,316,56.8,663499,19.6
10265,6399404,366,72.4,663594,19.6
10266,6400282,127,24.2,663625,19.6
10267,6401048,110,22.8,663725,19.6
10268,6402275,78,19.9,663821,19.6
10269,6403147,118,23.4,663921,19.6
10270,6403880,195,33.2,664017,19.6
10271,6405059,263,45.4,664116,19.6
10272,6406562,63,17.9,664211,19.6
10273,6406865,289,50.5,664310,19.6
10274,6406950,126,24.1,664333,19.6
10275,6407653,344,64.7,664361,19.6
10276,6408424,504,144,664456,18.8
10277,6408486,440,109,664483,18.8
10278,6408533,92,21.3,664505,19.6
10279,6408683,415,95.0,664531,18.8
10280,6410150,70,18.9,664667,19.6
10281,6411519,71,19.1,664768,19.6
10282,6411962,56,16.8,664791,19.6
10283,6412927,307,54.5,664892,19.6
10284,6413611,120,23.6,664988,19.6
10285,6414133,137,25.1,665015,19.6
10286,6415021,184,31.4,665110,19.6
10287,6415231,560,175,665136,18.8
10288,6417170,236,40.4,665267,19.6
10289,6418180,192,32.7,665366,19.6
10290,6419240,140,25.4,665463,19.6
10291,6419486,435,105,665490,18.8
10292,6419554,284,49.4,665514,19.6
10293,6420288,403,89.0,665613,18.8
10294,6421117,51,15.9,665709,19.6
10295,6421472,504,144,665743,18.8
10296,6422066,124,23.9,665841,19.6
10297,6422401,135,24.9,665864,19.6
10298,6422453,224,38.3,665891,19.6
10299,6423085,220,37.6,665986,19.6
10300,6424449,120,23.6,666085,19.6
10301,6426011,263,45.4,666181,19.6
10302,6426345,56,16.8,666280,19.6
10303,6426582,291,51.0,666303,19.6
10304,6426619,711,381,666330,18.5
10305,6427023,428,102,666353,18.8
10306,6427307,103,22.2,666452,19.6
10307,6427705,88,21.0,666475,19.6
10308,6428032,163,28.2,666501,19.6
10309,6429386,275,47.7,666639,19.6
10310,6429880,81,20.3,666663,19.6
10311,6430135,71,19.1,666689,19.6
10312,6430587,115,23.2,666785,19.6
10313,6431537,423,97.4,666884,18.8
10314,6432000,96,21.7,666906,19.6
10315,6435629,88,21.0,667105,19.6
10316,6436023,152,26.8,667128,19.6
10317,6436943,396,85.3,667227,19.6
10318,6437007,57,16.9,667251,19.6
10319,6438065,135,24.9,667350,19.6
10320,6439770,71,19.1,667445,19.6
10321,6440032,199,33.9,667543,19.6
10322,6440291,62,17.8,667565,19.6
10323,6441306,335,61.8,667664,19.6
10324,6442610,174,29.8,667769,19.6
10325,6442825,56,16.8,667794,19.6
10326,6443244,192,32.7,667894,19.6
10327,6443305,70,18.9,667918,19.6
10328,6443633,153,26.9,667944,19.6
10329,6444423,359,69.9,668041,19.6
10330,6444573,108,22.6,668066,19.6
10331,6444648,71,19.1,668090,19.6
10332,6445890,96,21.7,668189,19.6
10333,6446070,326,59.1,668214,19.6
10334,6446112,423,97.4,668241,18.8
10335,6446779,51,15.9,668337,19.6
10336,6447974,126,24.1,668435,19.6
10337,6448248,60,17.4,668460,19.6
10338,6450670,224,38.3,668632,19.6
10339,6451719,231,39.5,668729,19.6
10340,6453042,316,56.8,668828,19.6
10341,6453100,88,21.0,668853,19.6
10342,6453518,73,19.3,668880,19.6
10343,6453798,440,109,668976,18.8
10344,6454279,135,24.9,669002,19.6
10345,6454430,335,61.8,669026,19.6
10346,6454720,254,43.8,669052,19.6
10347,6455038,451,113,669336,18.8
10348,6455436,391,82.4,669361,19.6
10349,6455850,359,69.9,669385,19.6
10350,6455970,135,24.9,669411,19.6
10351,6456117,358,69.1,669506,19.6
10352,6456441,78,19.9,669538,19.6
10353,6456876,140,25.4,669562,19.6
10354,6458205,163,28.2,669693,19.6
10355,6458497,131,24.5,669719,19.6
10356,6458545,103,22.2,669746,19.6
10357,6458631,108,22.6,669773,19.6
10358,6459173,88,21.0,669798,19.6
10359,6459321,216,36.8,669894,19.6
10360,6460110,67,18.5,669918,19.6
10361,6461687,88,21.0,670050,19.6
10362,6461712,112,22.9,670074,19.6
10363,6461924,504,144,670100,18.8
10364,6462496,67,18.5,670199,19.6
10365,6462530,143,25.7,670225,19.6
10366,6463576,193,32.8,670323,19.6
10367,6463934,396,85.3,670354,19.6
10368,6464216,127,24.2,670378,19.6
10369,6465426,387,81.0,670473,19.6
10370,6466057,102,22.2,670570,19.6
10371,6466619,63,17.9,670595,19.6
10372,6467308,248,42.7,670694,19.6
10373,6467335,225,38.5,670719,19.6
10374,6467389,316,56.8,670744,19.6
10375,6467505,339,63.0,670767,19.6
10376,6468314,231,39.5,670864,19.6
10377,6470151,287,50.2,670994,19.6
10378,6470191,67,18.5,671019,19.6
10379,6470872,56,16.8,671045,19.6
10380,6471243,120,23.6,671143,19.6
10381,6471542,51,15.9,671176,19.6
10382,6471888,62,17.8,671201,19.6
10383,6472230,108,22.6,671297,19.6
10384,6472563,614,229,671321,18.5
10385,6473581,56,16.8,671418,19.6
10386,6473626,57,16.9,671443,19.6
10387,6473851,134,24.8,671469,19.6
10388,6474948,419,97.2,671568,18.8
10389,6475953,483,133,671666,18.8
10390,6476522,225,38.5,671764,19.6
10391,6477468,366,72.4,671861,19.6
10392,6477757,60,17.4,671885,19.6
10393,6478185,67,18.5,671910,19.6
10394,6478732,236,40.4,672008,19.6
10395,6479166,49,15.5,672042,19.6
10396,6479777,79,20.0,672141,19.6
10397,6480313,399,87.3,672164,19.6
10398,6480363,332,61.2,672191,19.6
10399,6480498,99,21.9,672213,19.6
10400,6480900,81,20.3,672312,19.6
10401,6481520,83,20.5,672335,19.6
10402,6482101,231,39.5,672435,19.6
10403,6482174,284,49.4,672459,19.6
10404,6482432,99,21.9,672486,19.6
10405,6484366,231,39.5,672617,19.6
10406,6484397,99,21.9,672642,19.6
10407,6484731,71,19.1,672667,19.6
10408,6485674,179,30.6,672765,19.6
10409,6486065,476,130,672862,18.8
10410,6486314,241,41.4,672897,19.6
10411,6486885,243,41.7,672920,19.6
10412,6487901,94,21.5,673018,19.6
10413,6487981,222,38.0,673042,19.6
10414,6490103,60,17.4,673174,19.6
10415,6490567,255,44.0,673271,19.6
10416,6490782,184,31.4,673297,19.6
10417,6493254,177,30.3,673427,19.6
10418,6494280,327,59.3,673525,19.6
10419,6496708,368,72.9,673691,19.6
10420,6498017,220,37.6,673789,19.6
10421,6498052,510,148,673812,18.8
10422,6498906,56,16.8,673910,19.6
10423,6499255,167,28.8,673934,19.6
10424,6499304,120,23.6,673966,19.6
10425,6499499,131,24.5,673993,19.6
10426,6499556,284,49.4,674015,19.6
10427,6500810,108,22.6,674148,19.6
10428,6500934,78,19.9,674171,19.6
10429,6501613,240,41.2,674198,19.6
10430,6501921,127,24.2,674295,19.6
10431,6502302,79,20.0,674322,19.6
10432,6503300,472,126,674417,18.8
10433,6504497,304,53.7,674517,19.6
10434,6504629,118,23.4,674539,19.6
10435,6504722,56,16.8,674566,19.6
10436,6505185,312,55.7,674661,19.6
10437,6505262,504,144,674688,18.8
10438,6507237,176,30.1,674818,19.6
10439,6507675,399,87.3,674851,19.3
10440,6507951,86,20.8,674878,19.6
10441,6508290,49,15.5,674974,19.6
10442,6509741,143,25.7,675073,19.6
10443,6509911,307,54.5,675096,19.6
10444,6510916,192,32.7,675196,19.6
10445,6510958,540,166,675220,18.8
10446,6511823,423,97.4,675321,18.8
10447,6511868,143,25.7,675344,19.6
10448,6512055,81,20.3,675371,19.6
10449,6512277,319,57.6,675394,19.6
10450,6512448,504,144,675420,18.8
10451,6513175,796,597,675515,18.5
10452,6513427,558,173,675542,18.5
10453,6513858,103,22.2,675648,19.6
10454,6513896,96,21.7,675674,19.6
10455,6514733,79,20.0,675773,19.6
10456,6514771,88,21.0,675797,19.6
10457,6514863,220,37.6,675822,19.6
10458,6515243,337,62.3,675846,19.6
10459,6515363,255,44.0,675871,19.6
10460,6515502,103,22.2,675897,19.6
10461,6515626,384,80.1,675924,19.6
10462,6516517,49,15.5,676024,19.6
10463,6517370,216,36.8,676120,19.6
10464,6517527,376,76.4,676146,19.6
10465,6517663,335,61.8,676168,19.6
10466,6518133,216,36.8,676267,19.6
10467,6518251,71,19.1,676300,19.6
10468,6518916,448,112,676325,18.8
10469,6519642,135,24.9,676424,19.6
10470,6520005,334,61.4,676449,19.6
10471,6520691,463,119,676547,18.8
10472,6521357,51,15.9,676641,19.6
10473,6522108,504,144,676665,18.8
10474,6522442,220,37.6,676761,19.6
10475,6522875,88,21.0,676787,19.6
10476,6523748,67,18.5,676885,19.6
10477,6524184,63,17.9,676911,19.6
10478,6525877,207,35.3,677043,19.6
10479,6525950,252,43.4,677068,19.6
10480,6526109,284,49.4,677094,19.6
10481,6526891,777,596,677193,18.2
10482,6527261,268,46.3,677396,19.6
10483,6528723,387,81.0,677524,19.6
10484,6529992,140,25.4,677621,19.6
10485,6531563,387,81.0,677718,19.6
10486,6532647,120,23.6,677815,19.6
10487,6532743,131,24.5,677838,19.6
10488,6532800,96,21.7,677862,19.6
10489,6533237,312,55.7,677958,19.6
10490,6533263,601,201,677983,18.5
10491,6533361,112,22.9,678008,19.6
10492,6534832,67,18.5,678106,19.6
10493,6535078,224,38.3,678203,19.6
10494,6535281,184,31.4,678228,19.6
10495,6535471,207,35.3,678251,19.6
10496,6536132,67,18.5,678353,19.6
10497,6536268,71,19.1,678379,19.6
10498,6536406,240,41.2,678403,19.6
10499,6537819,188,32.0,678502,19.6
10500,6537946,406,89.2,678527,19.3
10501,6538271,113,23.0,678625,19.6
10502,6538713,112,22.9,678649,19.6
10503,6538898,252,43.4,678674,19.6
10504,6538945,364,71.7,678697,19.6
10505,6539432,206,35.1,678795,19.6
10506,6539779,70,18.9,678819,19.6
10507,6541013,71,19.1,678918,19.6
10508,6541507,60,17.4,679016,19.6
10509,6542404,384,80.1,679041,19.6
10510,6542594,92,21.3,679145,19.6
10511,6542887,355,68.3,679169,19.6
10512,6546852,312,55.7,679368,19.6
10513,6546932,56,16.8,679393,19.6
10514,6547412,192,32.7,679418,19.6
10515,6548037,112,22.9,679516,19.6
